stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
340001680OSR,,"Station Road",,51.51,-0.89151,,,,,,
340001670OPP,,"Bolney Lane",,51.51449,-0.89244,,,,,,
340000364TN,,Allotments,,51.5254,-0.89467,,,,,,
340003222TEN,,"Tesco Superstore",,51.52728,-0.89577,,,,,,
340000736OPP,,"Newtown Road",,51.52856,-0.89684,,,,,,
340001522WAV,,"Niagara Road",,51.52992,-0.89884,,,,,,
340001521CNR,,"St Marks Road",,51.53207,-0.90143,,,,,,
340003223CNR,,"Norman Avenue",,51.53485,-0.90304,,,,,,
040000003746,,"Little Marlow Road",,51.580534,-0.76034,,,,,,
035090820002,,"Two Brewers",,51.53593,-0.89628,,,,,,
035090780002,,"Temple Combe",,51.52356,-0.87704,,,,,,
035090760002,,"Kenton's Lane",,51.52082,-0.87361,,,,,,
035090740002,,"White Cliff",,51.51525,-0.86937,,,,,,
035090720002,,"Summer Lodge",,51.51127,-0.86834,,,,,,
035090700002,,"Willow Lane",,51.50848,-0.86824,,,,,,
035090680002,,"Wargrave Hill",,51.5026,-0.86923,,,,,,
035090640002,,"Station Road",,51.49918,-0.87038,,,,,,
035090620002,,"Piggott School",,51.48927,-0.87048,,,,,,
035090600002,,"Carliles Corner - New Bath Rd Rdbt",,51.48753,-0.87051,,,,,,
035091460002,,"Carlile Gardens",,51.48566,-0.86867,,,,,,
035091440002,,"Arnside Close",,51.48634,-0.86359,,,,,,
035091420002,,"Longfield Road",,51.48523,-0.8624,,,,,,
035091400002,,Pennfields,,51.48344,-0.85999,,,,,,
035091300002,,"Loddon Hall Road",,51.48152,-0.8615,,,,,,
035091200002,,"Springfield Park",,51.47889,-0.86377,,,,,,
035091100003,,Waitrose,,51.47789,-0.86545,,,,,,
035091100002,,"Cross Roads",,51.47735,-0.86715,,,,,,
035059870001,,"Old Silk Mill",,51.47777,-0.8706,,,,,,
035091060002,,"Waggon and Horses",,51.47813,-0.8727,,,,,,
035091040002,,"Chiltern Drive",,51.47731,-0.883,,,,,,
035091020002,,"Park View Drive South",,51.4763,-0.88503,,,,,,
035090260004,,"Wee Waif",,51.47452,-0.88977,,,,,,
035090260002,,"Milestone Avenue",,51.4738,-0.89216,,,,,,
035090240002,,"Model Farm",,51.47151,-0.89521,,,,,,
035090220002,,"Hawthorn Way",,51.46836,-0.90331,,,,,,
035090200002,,"Holmemoor Drive",,51.46526,-0.90992,,,,,,
035090180002,,"Sonning Lane",,51.4627,-0.91553,,,,,,
035090160002,,"Shepherds Hill Top",,51.45895,-0.92039,,,,,,
035090140002,,"Earley Power Station",,51.45784,-0.92607,,,,,,
035090120002,,"Shepherds House Lane",,51.45678,-0.93093,,,,,,
035090100004,,"London Rd - The Drive",,51.45567,-0.93454,,,,,,
035090100003,,"London Rd - The Drive",,51.45542,-0.93629,,,,,,
039026570002,,"Liverpool Road",,51.45467,-0.94198,,,,,,
039025550002,,"Cholmeley Road",,51.45396,-0.94516,,,,,,
039025480001,,"Cemetery Junction",,51.45306,-0.95122,,,,,,
039027450001,,"Reading College",,51.45354,-0.95586,,,,,,
039025980001,,"Eldon Road",,51.45387,-0.96001,,,,,,
039026050006,,"Huntley and Palmers",,51.45532,-0.96295,,,,,,
039028150002,,"Blagrave Street",,51.45763,-0.97038,,,,,,
039025920003,,"Kings Road",,51.45499,-0.96831,,,,,,
039026410005,,"Huntley and Palmers",,51.45506,-0.96144,,,,,,
039025980002,,"Eldon Road",,51.45385,-0.95725,,,,,,
039027450002,,"Reading College",,51.45345,-0.95346,,,,,,
039025480002,,"Cemetery Junction",,51.45314,-0.95034,,,,,,
039025480003,,"Cemetery Junction",,51.4531,-0.94987,,,,,,
039025550001,,"Cholmeley Road",,51.4537,-0.94656,,,,,,
039026570001,,"Liverpool Road",,51.45499,-0.9407,,,,,,
035090100001,,"London Rd - The Drive",,51.45613,-0.93463,,,,,,
035090120001,,"Shepherds House Lane",,51.45698,-0.93146,,,,,,
035090140001,,"Earley Power Station",,51.45806,-0.92601,,,,,,
035090160001,,"Shepherds Hill Top",,51.45937,-0.92164,,,,,,
035090180001,,"Sonning Lane",,51.46371,-0.91362,,,,,,
035090200001,,"Holmemoor Drive",,51.46558,-0.90953,,,,,,
035090220001,,"Hawthorn Way",,51.46869,-0.903,,,,,,
035090240001,,"Model Farm",,51.47166,-0.89548,,,,,,
035090260003,,"Wee Waif",,51.47475,-0.88919,,,,,,
035091020001,,"Park View Drive South",,51.47611,-0.8855,,,,,,
035091040001,,"Chiltern Drive",,51.4777,-0.88256,,,,,,
035091060001,,"Waggon and Horses",,51.47822,-0.8723,,,,,,
035059870002,,"Old Silk Mill",,51.47782,-0.87038,,,,,,
035091100001,,Waitrose,,51.47804,-0.86548,,,,,,
035091200001,,"Springfield Park",,51.47908,-0.86369,,,,,,
035091300001,,"Loddon Hall Road",,51.48184,-0.86144,,,,,,
035091400001,,Pennfields,,51.48347,-0.86019,,,,,,
035091420001,,"Longfield Road",,51.48523,-0.86253,,,,,,
035091440001,,"Arnside Close",,51.48594,-0.86482,,,,,,
035091460001,,"Carlile Gardens",,51.48558,-0.86903,,,,,,
035090600001,,"Carliles Corner - New Bath Rd Rdbt",,51.48764,-0.87078,,,,,,
035090660001,,"The Greyhound",,51.50113,-0.86989,,,,,,
035090700001,,"Willow Lane",,51.50742,-0.86868,,,,,,
035090740001,,"White Cliff",,51.51544,-0.86966,,,,,,
035090760001,,"Kenton's Lane",,51.51904,-0.87246,,,,,,
035090780001,,"Temple Combe",,51.52383,-0.8775,,,,,,
035090800001,,"Marsh Mills",,51.53133,-0.8887,,,,,,
035090820001,,"Two Brewers",,51.53627,-0.89672,,,,,,
040000003459,,"Main Road",,51.641233,-0.831985,,,,,,
040000003450,,"Main Road",,51.641219,-0.831509,,,,,,
040000003492,,"Beech Close",,51.65168,-0.892196,,,,,,
040000003494,,"Penley Farm",,51.644462,-0.890609,,,,,,
040000003496,,"Chequers Lane",,51.63443,-0.881389,,,,,,
040000003497,,"Beech Close",,51.651049,-0.892052,,,,,,
040000003498,,"Combined School",,51.628062,-0.869005,,,,,,
040000003499,,"Penley Farm",,51.644136,-0.890356,,,,,,
040000003501,,"Chequers Lane",,51.635212,-0.882309,,,,,,
040000003503,,"Combined School",,51.628195,-0.869681,,,,,,
040000002946,,"Kingsley Crescent",,51.624568,-0.760644,,,,,,
040000003890,,"Shelley Road",,51.622674,-0.763542,,,,,,
040000003891,,"Deeds Grove",,51.624867,-0.769376,,,,,,
040000002921,,"Seymour Court Road",,51.578897,-0.781933,,,,,,
040000002922,,"Seymour Court Road",,51.57885,-0.781761,,,,,,
040000003564,,"Village Hall",,51.619185,-0.836495,,,,,,
040000003565,,"Village Hall",,51.619113,-0.836482,,,,,,
040000003507,,"Rackley's Farm",,51.625561,-0.857698,,,,,,
040000003506,,"Finings Road",,51.621797,-0.847045,,,,,,
040000003504,,"Fingest Lane",,51.623464,-0.850138,,,,,,
040000003505,,"The Old Ship",,51.626162,-0.863982,,,,,,
040000003502,,"Rackley's Farm",,51.625577,-0.857481,,,,,,
040000003500,,"The Old Ship",,51.626935,-0.865898,,,,,,
040000003397,,"Limmer Lane",,51.613644,-0.792687,,,,,,
040000003389,,YMCA,,51.613083,-0.779299,,,,,,
040000003391,,"Alford Road",,51.612925,-0.785774,,,,,,
040000003395,,"Holmers Court",,51.613794,-0.791556,,,,,,
040000003376,,"Limmer Lane",,51.613734,-0.792685,,,,,,
040000003511,,"Finings Road",,51.621598,-0.846863,,,,,,
040000003509,,"Fingest Lane",,51.623329,-0.850098,,,,,,
040000003470,,"Mill Lane",,51.659059,-0.914049,,,,,,
040000003889,,"Mill Lane",,51.658834,-0.913982,,,,,,
040000003477,,"Mill Road",,51.656135,-0.915853,,,,,,
040000003472,,"Mill Road",,51.656767,-0.916055,,,,,,
040000003474,,"Studdridge Farm",,51.653323,-0.916108,,,,,,
040000003479,,"Studdridge Farm",,51.653483,-0.915902,,,,,,
040000003481,,"Commonhill Wood",,51.641445,-0.918039,,,,,,
040000003483,,"The Fox",,51.639237,-0.916473,,,,,,
040000003485,,"Grays Lane",,51.636396,-0.912596,,,,,,
040000003487,,"Chiltern Cottages",,51.633596,-0.910293,,,,,,
040000003489,,"Parsonage Wood",,51.632287,-0.909747,,,,,,
040000003484,,"Infant School",,51.627531,-0.906942,,,,,,
040000003476,,"Commonhill Wood",,51.641528,-0.918182,,,,,,
040000002901,,"The Fox",,51.638948,-0.916307,,,,,,
040000003478,,"Grays Lane",,51.636545,-0.913185,,,,,,
040000003480,,"Chiltern Cottages",,51.633498,-0.910339,,,,,,
040000003482,,"Parsonage Wood",,51.632415,-0.909917,,,,,,
040000003945,,"Court Garden Leisure Centre",,51.568393,-0.776601,,,,,,
040000003029,,"High Street",,51.570841,-0.775943,,,,,,
040000002975,,"Sandygate Road",,51.577656,-0.780191,,,,,,
040000003708,,Sunnybank,,51.581519,-0.779871,,,,,,
040000002916,,"Seymour Park Road Hail & Ride",,51.57935,-0.777937,,,,,,
040000003314,,"Hillside Road Hail & Ride",,51.58175,-0.77096,,,,,,
040000002437,,"Hill Farm Road",,51.586209,-0.770002,,,,,,
040000002435,,"Patches Field",,51.586288,-0.771617,,,,,,
040000003758,,"Post Office",,51.586638,-0.775793,,,,,,
040000003787,,"High Heavens Wood",,51.598969,-0.783013,,,,,,
040000003785,,"Badgers Way",,51.595376,-0.782546,,,,,,
040000003783,,"Squirrel Rise",,51.590614,-0.782918,,,,,,
040000003781,,"Burford School",,51.588059,-0.781024,,,,,,
040000003779,,"Post Office",,51.586808,-0.775716,,,,,,
040000002436,,"Patches Field",,51.586371,-0.771759,,,,,,
040000003777,,"Hill Farm Road",,51.586233,-0.76977,,,,,,
040000003736,,"Burroughs Grove Hill",,51.600738,-0.76987,,,,,,
040000003922,,"High Street",,51.571102,-0.775979,,,,,,
040000003773,,"Maple Rise",,51.577367,-0.771511,,,,,,
040000002917,,"Seymour Park Road Hail & Ride",,51.579259,-0.777867,,,,,,
040000003181,,"Hillside Road Hail & Ride",,51.581641,-0.770919,,,,,,
040000003775,,"Gypsy Lane",,51.581255,-0.767509,,,,,,
